id,sentence,difficulty
6158,"directe. est un autre horizon qu'annoncent les biologistes : la sixième extinction des espèces, qui n'épargnera que les animaux d'élevage, propres à l'exploitation Il",C1
6159,? qu'il a ton petit chat Qu'est-ce,A1
6160,Je me sens bien.,A1
6161,Parlez-moi de votre famille.,A1
6162,? que je peux chercher mes valises Est-ce,A1
6163,vite. peut avoir le contrat à condition de faire On,B1
6164,parents a dû écouter nos On,A2
6165,"peuple. dernier lui décrit sa patrie dans les contrées du sud, il lui parle des coutumes, des traditions de son Ce",B2
6166,"connais. a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je Elle",B1
6167,famille. suis restée quatre semaines à Boston dans une Je,A2
6168,"jardin a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le Il",B1
6169,"travail. cette fin de matinée, Djengo, jeune chien d'un an et demi, est au En",B1
6170,Comment vont les enfants ?,B1
6171,- Parbleu !,C1
6172,"sûr! sera inoubliable, j'en suis Ce",A1
6173,Je voudrais poser une question.,A1
6174,vélo préfère aller au travail à Je,A1
6175,"semaines. niveau national, la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières Au",C1
6176,entretiens. me contenais à peine lorsqu'un autre que moi s'entretenait à part avec Ellénore ; j'interrompais brusquement ces Je,C2
6177,"réduite. en résulte alors des conséquences désastreuses pour certaines espèces ; pour le cerf, on parle d'une malformation de la mâchoire, d'une masse corporelle limitée, d'organes sous-dimensionnés et d'une vie sexuée Il",C1
6178,"dames. garçon tombé du Midi à Paris, avec l'audace aimable d'un aventurier et, dès le lendemain, des histoires de femme, une continuelle exploitation de la femme, le scandale d'un flagrant délit, dont le quartier parlait encore ; puis, la conquête brusque et inexplicable de Mme Hédouin, qui lui avait apporté le Bonheur des Un",C2
6179,Rouges. un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des Peaux Comme,C1
6180,locuteurs. linguistes estiment qu'un idiome ne peut survivre qu'à condition de compter au moins 100 000 Les,C1
6181,Elle était heureuse,A2
6182,La blanquette est bonne.,A2
6183,Tu manges beaucoup.,A1
6184,sensibles. préadolescents et adolescents semblent particulièrement Les,B2
6185,publics consommation sera encadrée par du personnel et éloignée des lieux La,B2
6186,"prairie. tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure artificielle d'une seule tache de Compte",C1
6187,Révolution. mouvement qui atteint son apogée à Paris entre 1750 et 1765 progresse dans les provinces pour gagner la génération qui précède la Le,C2
6188,". vous signerez avec votre certificat électronique l'ensemble de ces éléments avant de cliquer sur envoi Enfin,",B2
6189,"rapide faisaient aussi la course sur la plage, et Louis gagnait souvent, parce qu'il était le plus Ils",A2
6190,"plaisir. j'arrivais, j'apercevais dans les regards d'Ellénore une expression de Lorsque",C2
6191,petit-déjeuner passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le Elle,A1
6192,"moi. un immeuble gris, pas très loin de l'école et de chez C'est",A2
6193,Ne t'inquiète pas.,A1
6194,"sport. sont en général bien portants, soucieux de leur apparence, avides de loisirs, de voyages et de Ils",B2
6195,tractations. d'horizon du bilan de ces douze jours de Tour,C1
6196,ça va comme ça ?,A1
6197,! c'est le 21 juin et les beaux jours sont là L'été,A1
6198,"manoir. nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du Demain,",B1
6199,"rebut. fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande école est synonyme de réussite, l'université de De",C2
6200,! m'entends à peine penser Je,A2
6201,adéquates. faudrait aborder la question le plus tôt possible afin de prendre les mesures coercitives Il,C1
6202,"l'oublier. jeune amant, ne pouvant obtenir sa maitresse, se consumait de douleur ; elle lui conseilla de voyager pour Le",C1
6203,hommes. l'enfant grand n'a pas le droit de partager la nourriture des Car,A2
6204,Qu'est-ce que tu regardes ?,A1
6205,moral! lisez pas les messages incendiaires si vous voulez garder le Ne,B2
6206,"l'avenir. l'abbé Blanès n'avait pas communiqué sa science assez difficile à Fabrice ; mais, à son insu, il lui avait inoculé une confiance illimitée dans les signes qui peuvent prédire Ainsi",C1
6207,"branches. s'engouffraient dans les sentiers, puis se ruaient sur les arbres et tiraient sur leurs Ils",B2
6208,"municipales. l'élue du 1er arrondissement, la coupe dans le budget de l'opéra répond aussi aux recommandations récurrentes de la chambre régionale des comptes, reprochant l'impact de l'établissement lyrique dans les finances Selon",C1
6209,montre. me dévorait : à tous les instants je consultais ma L'impatience,C2
6210,Un bureau !,A1
6211,"tôt. soir, nous ne faisons pas la fête parce que nous devons nous lever Ce",A2
6212,"1948. que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats-Unis en tête), les Inuits songent à emprunter la voie juridique en invoquant la Déclaration des droits de l'homme de Considérant",C1
6213,sociétés. par voie électronique de l'ensemble des formalités au registre du commerce et des L'accès,B2
6214,rencontrer. ne pouvez pas savoir le plaisir que j'ai à vous Vous,B1
6215,"Première. manque de temps ou la faible médiatisation du sport féminin peuvent expliquer la moindre pratique physique ou sportive des jeunes femmes"", note cette étude d'Insee ""Le",B2
6216,"constructibles. deuxième profil représente les cantons qui ont des instruments de contingentement spatial à l'apparence similaires à ceux du premier groupe, mais qui sont utilisés avec une précision moindre et ouvrant plus facilement la porte à des exceptions et à des modifications des limites des zones Le",C2
6217,"négative outre, c'est une action liée à la souffrance et qui possède une dimension fortement En",C2
6218,". association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice Une",B2
6219,"ambiante les façades grises et ternes, terminée la morosité Finies",B2
6220,"primaire. en trouve des exemples dans l'ouvrage ""L'informatique sans ordinateur"", disponible gratuitement, qui propose un catalogue d'exercices et d'activités d'éveil débranchées à partir du On",C2
6221,pied peut y aller à On,B1
6222,cheveux tête se compose du visage et du crâne qui est recouvert de La,B1
6223,sectorielles. durée de retention des données peut être fixée par des réglementations La,C1
6224,"inversée. l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe L'enseignant,",C2
6225,"saisie. vous disposez de tous vos fichiers numérisés, vous pouvez effectuer la formalité en ligne en remplissant le formulaire interactif que vous validerez en fin de Quand",B2
6226,"plaît. voudrais réserver une chambre double pour deux nuits, s'il vous Je",A1
6227,Tu bois du vin.,A1
6228,Jean a une copine.,A1
6229,bien. ne me sens pas Je,A1
6230,"hebdomadaire. dans les années 1890, les garçons coiffeurs et les employés des grands magasins manifestent, avec le soutien de la CGT, pour obtenir une demi-journée de repos Pourtant,",C2
6231,"livre. cinéaste adapte un livre au cinéma, il donne sa propre vision de ce Lorsqu'un",B2
6232,seuls. petite révolution et des chiffres qui parlent tout Une,B1
6233,"Pocket). la cinquantaine, les hommes et les femmes éprouvent le besoin de se mettre en question et ils ont suffisamment d'assurance pour faire ce retour sur soi, note la psychanalyste Luce Janin-Devillars (Changer sa vie, A",C1
6234,"l'étude. facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) cités dans Autre",C1
6235,mousse qui roule n'amasse pas Pierre,C1
6236,"internationale. variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en l'absence de réformes territoriales conséquentes, ce qui a été rarement le cas en Suisse après 2000 en comparaison Des",C2
6237,"direction. sentant lésée, elle veut déposer une plainte contre la Se",C1
6238,"l'État"". lois de programmation mentionnées à l'antépénultième alinéa de l'article 34 de la Constitution ont pour objet de déterminer ""les objectifs de l'action de Les",C2
6239,"? on ira manger une gaufre juste après, ça te dit Et",A1
6240,"possible. parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que En",C1
6241,"informé. France, le développement du commerce équitable passe par l'éducation du grand public, encore peu mobilisé parce que peu En",C1
6242,magnifique. façon de raconter des histoires est vraiment Votre,A2
6243,"mémorisation par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la Mus",C2
6244,"! que je le connais, je n'ai plus peur Maintenant",A2
6245,Lyon. nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle allouée à l'Opéra de La,C1
6246,gentille. ont deux enfants : un fils qui s'appelle André et une fille qui est très Ils,A1
6247,réveillèrent. degrés mes sentiments se Par,C2
6248,"végétarienne. ne mange pas viande, je suis Je",A1
6249,"discutées5 comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent Les",C2
6250,bonbons. va manger des glaces et des On,A1
6251,lui. deuxième balle fit étinceler le pavé à côté de Une,B2
6252,"spermatozoïdes. dit, il reste qu'entre l'ovule et le spermatozoïde on observe des différences secondaires des plus intéressantes ; la singularité essentielle de l'ovule c'est qu'il est chargé de matériaux destinés à nourrir et à protéger l'embryon ; il accumule des réserves aux dépens desquelles le foetus édifiera ses tissus, réserves qui sont non une substance vivante mais une matière inerte ; il en résulte qu'il présente une forme massive, sphérique ou ellipsoïdale, et qu'il est relativement volumineux ; on sait quelles dimensions atteint l'oeuf de l'oiseau ; chez la femme l'ovule mesure 0, 13 mm de diamètre ; tandis que dans le sperme humain on trouve 60 000 spermatozoïdes par millimètre cube : la masse du spermatozoïde est extrêmement réduite, il a une queue filiforme, une petite tête allongée, aucune substance étrangère ne l'alourdit, il est tout entier vie ; cette structure le voue à la mobilité ; au lieu que l'ovule, où se trouve engrangé l'avenir du foetus, est un élément fixe : enfermé dans l'organisme femelle ou suspendu dans un milieu extérieur, il attend passivement la fécondation ; c'est le gamète mâle qui va à sa recherche ; le spermatozoïde est toujours une cellule nue, l'ovule est selon les espèces protégé ou non par une membrane ; mais en tout cas dès que le spermatozoïde entre en contact avec lui, il le bouscule, le fait osciller, et s'infiltre en lui : le gamète mâle abandonne sa queue, sa tête se gonfle et d'un mouvement tournant gagne le noyau ; pendant ce temps, l'oeuf forme aussitôt une membrane qui le ferme aux autres Ceci",C2
6253,"éduqué. à un bienfaiteur, Julien a grandi dans une famille qui s'est occupée de lui et qui l'a Grâce",A2
6254,classe. fais mon exposé devant toute la Je,A1
6255,mendicité. ne passe cependant pas sous silence les difficultés matérielles d'un voyage mené avec les seules ressources de la Il,C2
6256,"quatrième) Descartes, cette liberté d'indifférence, bien que considérée comme ""le plus bas degré de la liberté"", témoigne en même temps d'un pur libre arbitre qui apparente l'homme à Dieu (Méditation Pour",C2
6257,"archéologue. par l'histoire des civilisations disparues, elle veut être Passionnée",C1
6258,"grande pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très C'est",A1
6259,Je prends le train.,A1
6260,"continu. la journée, nous sommes inondés d'informations de toute part : messages personnels, professionnels, publicitaires, fils d'infos en Toute",C1
6261,On en doute.,B1
6262,"empressement que vous eûtes ouvert la porte, le chat entra avec Dès",C2
6263,"spéciales on ira au cinéma du quartier qui organise tous les ans des séances Ensuite,",C1
6264,Mon mari est éditeur.,A1
6265,printemps commémore la résurrection de Jésus mais fête aussi le Elle,B1
6266,pays. et Allemagne refusent de participer si le fonds doit aider ces Grande-Bretagne,C1
6267,"scolarisation. le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une C'est",B1
6268,"économique. comme la révolution industrielle a vu naître le capitalisme, je suis persuadé que la robolution va profondément modifier notre système Tout",B2
6269,"garçons. part, l'échec scolaire croissant des D'autre",C1
6270,"plantes. promenade pédagogique et interactive dans les différents jardins (médiéval, tropical, espèces odorantes et protégées) fera appelà tous vos sens et vous expliquera les vertus et les utilisations des La",B2
6271,À dimanche!,A1
6272,L'addition s'il-vous-plaît !,A1
6273,question. Cruchon vient de donner une réponse à notre M.,A2
6274,rouges porte aussi des lunettes Il,A1
6275,j'aime beaucoup faire du parapente.,A1
6276,virginités religion est la grande consolatrice des La,C2
6277,"jours! se sont dits des mots d'amour, des mots de tous les Ils",B1
6278,bonne huitième édition sera la La,C1
6279,"rares. dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas C'est",A2
6280,"prévue. le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffsamment appliquée parce qu'aucune sanction n'est Dernièrement,",B2
6281,? quoi le prince ne se lasse pas De,B1
6282,"fluxion. je désire voir le théâtre guéri de cette Donc,",B2
6283,"trouvés. vous aviez cherché ces dossiers, vous les auriez Si",B2
6284,"plaisir. sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi organisés de manière à se faire Bien",B1
6285,"pensive. Ulysse fut parti, Pénélope demeura Quand",C2
6286,Julie : merci bien.,A1
6287,subjonctif auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du D'autres,C2
6288,sujet. avons reçu plusieurs plaintes à ce Nous,B1
6289,ville y a aussi beaucoup d'avantages à vivre en Il,B1
6290,"Si j'appuie là, c'est douleureux.",A2
6291,"protégée. 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale En",C1
6292,"proposées. remédier à une suspicion d'endogénéité, plusieurs variables instrumentales potentielles sont Pour",C1
6293,abeilles. beaucoup aimé le film sur les J'ai,A2
6294,seulement. molécules organiques pouvaient être récoltées grâce à l'échantillon au sol (qui devait ensuite être réchauffé avant de pouvoir être analysé) mais pas Ces,B2
6295,"fauve. pelage était celui d'un loup, avec une dominante grise nettement marquée, mais des reflets rouges insaisissables, furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise, tantôt - trop fugacement pour que l'impression demeure - d'une belle couleur Son",C2
6296,lycéens. ressources disponibles en ligne peuvent faciliter l'apprentissage des Les,B2
6297,"plaines. 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des En",C1
6298,"sanglots qu'elle fut rentrée, elle éclata en Dès",C2
6299,"fleurir l'homme de condition moyenne devient un grand personnage, les flatteries commencent à se terner et les médisances à Quand",C2
6300,"gants. gamins, vêtus pareillement à leurs papas, semblaient incommodés par leurs habits neufs (beaucoup même étrennèrent ce jour-là la première paire de bottes de leur existence), et l'on voyait à côté d'eux, ne soufflant mot dans la robe blanche de sa première communion rallongée pour la circonstance, quelque grande fillette de quatorze ou seize ans, leur cousine ou leur soeur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade à la rose, et ayant bien peur de salir ses Les",C2
6301,vacances. famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de La,A2
6302,"parents. fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses Une",A2
6303,d'ici. plein de bons souvenirs J'ai,A2
6304,"matin cadeaux seront déposés à son pied, le soir du 24 ou le 25 décembre au Les",B2
6305,"sud. gens voulaient fuir le monde, et généralement, là où il y avait beaucoup de monde, c'était les destinations Les",B1
6306,"copains dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : ""J'avais deux Pour",C1
6307,Midi. avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ardentes du Il,C1
6308,"disait. rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il Elle",B2
6309,"roi. vous laisserai sortir seulement à condition que vous juriez solennellement que vous ne révélerez à personne où vous avez dormi, ni comment vous êtes entré dans la grotte aux serpents !"" dit le ""Je",B1
6310,"l'Occident. rythmes de vie, les coutumes vestimentaires, les manières d'habiter, bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans Les",C1
6311,faire. je pense que l'école ne peut pas tout Moi,A2
6312,"formes belle robe moulante, elle veut mettre en avant ses Une",C1
6313,"ville. j'ai ouvert un restaurant à Lyon depuis six mois dans le centre Oui,",A1
6314,"Non, elle est fleuriste.",A1
6315,"sélective. 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte En",B2
6316,politiques. changements dans les systèmes alimentaires - depuis le champ jusqu'à l'assiette - nécessitent aussi de nouvelles Les,C1
6317,postérieurs. pour illustrer les idées de Hegel à quelques-uns de ses écrits Recourons,C1
6318,? vu la tour Eiffel J'ai,A1
6319,"jase Québec on ne discute pas, on Au",C1
6320,"vigueur. pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en Le",C1
6321,Je suis chez Camille,A1
6322,"changement. les papy-boomers sont formatés pour le Toniques,",B2
6323,"retraite. l'année où les centaines de milliers de baby-boomers, nés lors du pic des naissances de 1946, arriveront à la C'est",B2
6324,"del. quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis Après",C1
6325,"projets. des semaines, la Maison Blanche avait courtisé une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou de sauver, ses grands Pendant",B2
6326,l'exigeaient. passâmes quelque temps à Arcachon et je fus à l'école communale: les principes démocratiques de mon grand-père Nous,C1
6327,"certain. le mariage mixte, le choc culturel est presque Pour",B2
6328,"chambre. dix heures, je monte dans ma Vers",A2
6329,guitare. eut acheté des méthodes pour apprendre la Il,B2
6330,"locales). les calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 Selon",B2
6331,"humaines. raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements climatiques provoqués par les activités La",C1
6332,"! le premier samedi de chaque mois, venez rencontrer des conducteurs de train Et",A2
6333,aider. vais vous donner une traitement qui va vous Je,B1
6334,curieux. était juste un peu Il,A2
6335,"épouvantable. ce jour, je n'ai pas encore trouvé de parade à ce virus À",B1
6336,l'hiver ville entière s'est illuminée autour du marché de Noël qui enchante les passants de ses illuminations réchauffant les coeurs dans le froid de La,B2
6337,"nombre. à eux, les forces de sécurité ont été déployées en Face",B2
6338,arrondies préfère quand les sommes ne sont pas Il,A2
6339,"? ce petit livre paru aux éditions Philippe Rey, les immortels répondent à des questions simples : Doit-on dire déroulé ou déroulement Dans",C1
6340,contemporain. pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art Je,B2
6341,haleine. justement ce que tentent de faire les associations de prévention en effectuant un travail de longue C'est,B1
6342,"(33%). frappe également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées du monde (12, 1 %), et l'Egypte L'obésité",C1
6343,? redouter une gérontocratie à la française Faut-il,B2
6344,fer. exemple du philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des tâches que l'homme de chair ne saurait confier sans dommages à ses créatures de Cet,C2
6345,La science en fait partie.,B1
6346,"chaussures. jambes sont visiblement instituées pour être chaussées, et nous avons des Les",B2
6347,"différentes. avons interrogé en Belgique trente couples mixtes, c'est-à-dire composés de deux personnes de nationalités Nous",B2
6348,trottinette nouvelles contraintes vont-elles mettre un terme au développement de la Ces,B2
6349,"l'Université quartier est tranquille et agréable, et pas trop loin de Le",A1
6350,Va-t'en !,A1
6351,Pas un villageois syn_n'y échappe.,A2
6352,La didascalie offre un éclairage syn_totalement nouveau de l'oeuvre.,C2
6353,Quel dommage que personne ne veuille faire de discours pour son syn_départ en retraite la semaine prochaine.,B1
6354,"Philae, qui s'est posé à l'ombre entre des rochers, syn_a d'abord fonctionné avec une pile d'une durée de vie de 60 heures.",B1
6355,"Pourtant, les conséquences de la mise en place de telles pratiques de gestion permettent de s'interroger sur les raisons véritables qui poussent syn_une entreprise à évaluer ses connaissances",C2
6356,Le visa syn_de court séjour est délivré pour 3 mois au plus,C1
6357,"Si les enfants écrivent une lettre syn_au Père Noël, est-ce qu'il répondra ?",B1
6358,J'ai bien syn_aimé le film,A2
6359,"Choisir un logement n'est syn_pas évident: certains achètent un appartement en ville, d'autres préfèrent une maison à la campagne.",B1
6360,"Jusqu'à ce récit exceptionnel qu'est syn_Migrations, premier roman de l'Australienne Charlotte McConaghy, sur des vies à bout de souffle.",C1
6361,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou syn_d'un débris de verre, mes mâchoires se crispaient.",C1
6362,"En musique, l'épanadiplose est une ressource syn_d'effets mélodiques des comptines.",C2
6363,"Bien, l'enquête est syn_terminée, madame.",A2
6364,"Si sept millions de citadins syn_rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer tout.",B2
6365,Il est peu probable que tu syn_doives souvent arroser les plantes.,B2
6366,Les valorisations boursières des sociétés syn_Internet comme AMAZON,C2
6367,Où accepte-t-il syn_de le cacher ?,B1
6368,"Selon l'objectif fixé dans le projet, il est a priori logique de se focaliser sur les taches d'habitat de l'espèce cible, donc de chercher quelles sont les taches de prairie les plus intéressantes à ""supprimer"" du réseau ; ces taches ont des tailles très variables selon les zones des plateaux jurassiens, la syn_plus grande tache atteignant 36 km2.",C1
6369,Ce commandant mena plusieurs batailles épiques grâce syn_à sa bravour et ses tactiques militaires ingénieuses.,C1
6370,"Une fois élu, VGE continue de syn_rajeunir les codes",C1
6371,Je syn_mange de l'herbe,A1
6372,Il faut commencer par syn_dire que l'Union européenne n'est pas l'Europe.,B1
6373,"Au cours de ces trente années, deux vies se déroulent donc devant nos syn_yeux, avec leur lot de grands chagrins et d'amourettes, de déceptions et d'emballements.",C1
6374,"La vapeur se contournait syn_en spirales autour des groupes de palmiers, entre lesquels apparaissaient de pittoresques bungalows.",B2
6375,"Ses soutiens la voient syn_comme une militante acharnée de l'écologie, qui n'hésite pas à faire entendre sa voix.",C1
6376,"Malheureusement, syn_il ne s'agit que de moyenne.",B1
6377,Une étude menée par des chercheurs de l'université McGill au Canada vient syn_apporter de nouveaux éléments sur cette étape.,C2
6378,Il syn_a pris son parapluie et il est sorti.,A2
6379,"Déplorant que le Sénat ait préféré, au contraire, en rester aux dispositions initiales du projet de loi, il a syn_conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte paritaire.",C2
6380,"Le rouge, syn_le jaune et le bleu sont les trois couleurs primaires.",A1
6381,"Je crois qu'en cinquante ans d'amitié on ne s'est pas disputées une fois, on a eu des petits mots de temps en temps syn_mais jamais on s'est fait la tête, jamais on n'est restées sans se parler, jamais, jamais, jamais.",A1
6382,J'espère que cette syn_nouvelle histoire vous a plu.,A2
6383,"Plutôt limité auparavant, pour des syn_raisons de coût, aux couches les plus favorisées, le recours au soutien scolaire gagne aujourd'hui les classes moyennes.",C1
6384,"Je m'appelle Laurent et syn_j'habite à Paris avec mes parents, ma soeur ainée et mon frère.",A2
6385,"L'extension après 1945 du principe méritocratique à l'ensemble des carrières syn_administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore aujourd'hui.",C2
6386,"De toute façon, chacun sait que, pour choisir son logement idéal, cela syn_peut prendre plusieurs mois.",B1
6387,"Ici, tout est immense, il syn_y a du monde partout, les gens sont pressés c'est impressionnant !",B1
6388,Je syn_vais à la gare.,A1
6389,"Il en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais environné, une terreur invincible syn_d'en former de nouveaux.",C2
6390,Les joueurs syn_se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la mi-temps.,C1
6391,Disons que la syn_coopération fait partie de l'arsenal pédagogique des élèves.,C1
6392,Monsieur de Cyrano n'est syn_pas là ?,A1
6393,"Cela est, selon moi, d'une syn_valeur inestimable sur le plan du développement culturel, intellectuel et même moral de l'enfant",C2
6394,Vous deviez rendre des comptes à syn_la justice pour vos crimes.,B1
6395,Le travail permet en effet syn_à l'Homme de se libérer d'aspects contraignant liés à l'existence humaine,C2
6396,Je me suis arrêté et je syn_me suis bu une petite bière en terrasse.,A2
6397,"Le curé possédait également un âne, solide, obstiné juste ce qu'il fallait, très doux, qui lui syn_faisait toutes ses besognes.",C1
6398,"Un principe qui concerne déjà de nombreux syn_produits tels que les emballages, les textiles et les pneus.",B2
6399,"Si nous sommes bloqués dans l'ascenseur qui s'est syn_arrêté brusquement, nous appellerons du secours dès que la communication sera établie.",B2
6400,"Les langues sont syn_un système de signes, constitués en lexique, pour construire des énoncés",C2
6401,"Ensuite, pour qu'il y ait médiation, il faut que les deux syn_parties soient d'accord.",B1
6402,"À mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension syn_du monde, je crains que notre propre intelligence ne devienne artificielle.",C1
6403,"Elle ressemble à un bébé tigre, mais c'est un tigre qui syn_a très peur.",A2
6404,L'incompétence linguistique des responsables français est syn_une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
6405,Je n'ai syn_pas très faim.,A1
6406,"Elle les renvoie à leur cinquantaine, dont ils ne veulent pas entendre parler, eux syn_qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",C1
6407,"Au deuxième étage, il y a un bureau et deux chambres, dont syn_la sienne",B1
6408,L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les syn_glucides formés.,C1
6409,"J'ai intérêt à réussir à mes examens, sinon mes parents seront fâchés, car syn_il n'y a rien de plus important pour eux.",B1
6410,Pourquoi le syn_berger ne tient-il pas sa promesse ?,A2
6411,"Mais sa voix, on ne syn_l'a pas beaucoup entendue.",A2
6412,"Les piscines partagées par exemple ou ce genre syn_de chose, là je me suis dit, cet été, bof quoi.",B1
6413,L'ensemble des syn_jeunes ?,A2
6414,"Sur le syn_fond, il enclenche une politique progressiste",C1
6415,"Un instant, s'il syn_vous plaît.",A1
6416,"La salle internet est la deuxième salle syn_après les toilettes, à gauche.",A1
6417,"Si vous me dites où vous avez passé l'hiver, je syn_vous donnerai une grande somme d'argent.""",A2
6418,Ils ont décimé les Amérindiens et ont employé des syn_esclaves africains dans leurs mines et leurs plantations.,C1
6419,Le bleu est très présent dans syn_la nature : c'est la couleur du ciel et de la mer.,A1
6420,"Elle travaillera principalement à syn_l'accueil au début, puis en salle pour assurer le service des clients avec les équipes du midi et du soir.",B1
6421,Les efforts des derniers siècles pour syn_réduire l'incertitude n'ont pas cessé en Europe.,B2
6422,"Moi, je veux aller au zoo et syn_à l'aquarium. et manger des glaces.",A1
6423,Les horaires de travail sont parfois décalés en fonction de la nature et de syn_la disponibilité des publics contactés (le soir par exemple).,B1
6424,Je vous soigne si vous syn_avez mal aux dents.,A2
6425,"Le dessein de lui plaire, mettant dans ma vie un syn_nouvel intérêt, animait mon existence d'une manière inusitée.",C2
6426,"A ce titre, la commune a engagé une procédure syn_de classement en site patrimonial remarquable.",C1
6427,"C'est dans syn_sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l'illusion du libre arbitre",C2
6428,Les enfants étaient allés dans le bois des chênes syn_pour couper des branches et se faire des couronnes en feuilles à la manière des empereurs romains.,B2
6429,Ils vont souvent syn_à l'opéra,A1
