id,sentence,difficulty
2142,cette anxiété est à lorigine de lapparition dun nouveau trouble spécifique aux smartphones  la nomophobie,B2
2143,parfois le matin alors quelle était absorbé par quelque tâche solitaire tout occupée à cueillir des champignons ou des framboises ou à coudre ou à lire un livre de philosophie qui lennuyait mais il fallait se cultiver pour lui ou à lire avec honte et intérêt le courrier du coeur ou lhoroscope dun hebdomadaire féminin elle sentendait tout à coup murmurer tendrement deux mots sans lavoir voulu sans avoir pensé à lui,C2
2144,je vous ai adressé le b janvier dernier une demande de congé sabbatique à compterdu le novembre prochain et pour une durée de 9 mois conformément aux dispositions des articles l1223217 et suivants du code du travail,C1
2145,un ouvrier forestier peut doubler son salaire en braconnant un chimpanzé et le percement des routes permet découler les produits de la chasse vers les grandes villes où un marché florissant se développe,B2
2146,il est donc important de compenser cette perte en mangeant du sel sous peine de développer des troubles graves  contractures musculaires malaises convulsions détresse respiratoire,C1
2147,je mappelle lucas,A1
2148,vous pouvez maider ,A1
2149,il est interdit de fumer,A2
2150,sil pleut allez visiter le musée carnavalet sur lhistoire de paris et finissez la journée avec une pièce de théâtre à la comédiefrançaise,A2
2151,cette annéelà lhiver est arrivé dun seul coup avec ses vents ses brouillards et ses tempêtes de neige,B1
2152,chaque printemps la quinzaine du commerce équitable est loccasion de lancer de grandes campagnes de sensibilisation,C1
2153,elle a ouvert la porte de la maison,A1
2154,jour du seigneur pour les chrétiens ou jour de famille dans lidéal laïque il charrie bons et mauvais souvenirs nostalgie des repas dominicaux ou haine de la parentèle,C2
2155,elle sera indignée mais son tréfonds aimera,C2
2156,jai reçu un appel,A2
2157,depuis plusieurs années la présidente de la seventh generation fund une association de défense des droits autochtones se bat pour la sauvegarde des bisons du parc de yellowstone la seule horde sauvage existant encore aux etatsunis,C1
2158,durant lannée scolaire 20012002 les violences physiques à caractère sexuel ont représenté 1 13 des actes de violence recensés par le logiciel de leducation nationale,C1
2159,autant dire une humanité sans violence une nature sans histoire un monde sans guerre voué à la simple émulation par les calmes conquêtes de la puissance technique,C2
2160,finies mes journées tranquilles,C1
2161,lieu de rencontres les logés y prennent conscience du caractère collectif de la condition vagabonde,C1
2162,la tribu a maintenant à manger,A2
2163,il est injuste de comparer un roman à son adaptation cinématographique,B2
2164,toute la journée nous sommes inondés dinformations de toute part  messages personnels professionnels publicitaires fils dinfos en continu,C1
2165,cependant les bougies de lorchestre sallumèrent le lustre descendit du plafond versant avec le rayonnement de ses facettes une gaieté subite dans la salle puis les musiciens entrèrent les uns après les autres et ce fut dabord un long charivari de basses ronflant de violons grinçant de pistons trompétant de flûtes et de flageolets qui piaulaient,C2
2166,ainsi la trottinette électrique est maintenant interdite aux moins de 12 ans et une assurance est désormais obligatoire,B2
2167,il inclinait légèrement sur loreille son chapeau à haute forme assez défraîchi et battait le pavé de son talon,C2
2168,jai eu très peur,A2
2169,la feuille de route du robot était notamment de trouver des molécules organiques qui ont pu jouer un rôle dans lapparition de la vie sur terre les comètes étant les objets les plus primitifs du système solaire,B2
2170,il commence même déjà à dater,B2
2171,les ordinateurs peuvent être classés selon plusieurs critères tels que le domaine dapplication la taille ou larchitecture,C1
2172,notre garcon de sept ans et nos jumelles de quatre ans se levent quand ils veulent mais pas plus tard que dix heures,A2
2173,certains se défendront en citant la nouvelle cuisine censée jadis révolutionner nos habitudes,B2
2174,je vais bien,A1
2175,jai ouvert cette école il y a une dizaine dannées pour aider les animaux,A2
2176,malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours dactualité car il ny a pas de norme aujourdhui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
2177,car les fromages ayant une appellation protégée appartiennent tous à une aire géographique et aux hommes qui loccupent,B2
2178,le sort qui semblait contrarier leur passion ne fit que lanimer,C1
2179,y atil de la place pour moi avec vous ,A1
2180,ils avaient trouvé du plaisir à se donner ample carrière jen trouvais à les observer et à les décrire  et ce quils appelaient une perfidie me paraissait un dédommagement tout innocent et très légitime,C2
2181,cette tranquillité ne leffrayait pas moins que sil eût trouvé le logis en rumeur,C2
2182,merci beaucoup,A1
2183,mus par un cartésianisme extrémiste les programmes sont concentrés sur la grammaire et lapprentissage de règles théoriques et se fondent principalement sur la mémorisation,C2
2184,la plupart des philosophes qui se sont prononcés en faveur de la liberté humaine en faveur de lexistence du libre arbitre ont accordé une grande valeur à lexpérience intime immédiate que nous aurions selon eux de notre liberté  la liberté de notre volonté écrit descartes principes de la philosophie i art39 se connaît sans preuve par la seule expérience que nous en avons,C2
2185,cest bien là le miracle de lécriture anglosaxonne pour rendre parfois passionnants subtils et addictifs des objets a priori grossiers,C1
2186,dans la rue on entend vive le vent petit papa noël douce nuit en boucle dans les rues ou dans les magasins aux vitrines richement décorées où les gens cherchent des idées de cadeaux,B2
2187,lespace son espace transplanté sur une île lislande qui sétire jusquaux confins de lexil et qui rejoint des âges sur le retour,C1
2188,chez nous cest nuageux,B1
2189,je suis impatient de retrouver mes camarades et de connaître mon emploi du temps,B1
2190,la poitrine contient les deux poumons et le coeur,B1
2191,un enchaînement de clichés gênants et agaçants même quand on a beaucoup dautodérision,B2
2192,nous avons décidé de travailler sur trois variables instrumentales la première retenue étant lindividualisme,B2
2193,il était furieux contre le berger qui avait révélé le secret de la grotte aux serpents,B1
2194,on pense bien sûr à this is us pour les temporalités parallèles qui éclairent les destins des personnages sur plusieurs décennies,C1
2195,on a tendance à lui imputer tous les maux de nos sociétés égoïsme compétition exclusion communautarisme voire déliquescence morale,C1
2196,estil exorbitant de prétendre quun mode de pensée qui accepte lincertain soit devenu hors jeu ,C2
2197,mais elle nétait jamais seule  des soirées entières se passaient sans que je pusse lui dire autre chose en particulier que quelques mots insignifiants ou interrompus,C2
2198,le jeudi est comme le mardi on ne fait qualler à lécole,A2
2199,jai deux raisons dont chaque est suffisante seule,B1
2200,là il pourra visiter la fameuse basilique notre dame de fourvière et contempler la splendide vue panoramique sur la ville de lyon depuis le belvédère,B2
2201,dans cette profession le renouvellement de personnel est important,B1
2202,je regrette tout de suite après car jai peur quil associe la langue anglaise à quelque chose de désagréable,B1
2203,où estce que tu travaillais avant dêtre avec nous ici ,B1
2204,elle préfère aussi mettre un pull des chaussettes en laine des bottes et ses gants pour ne pas avoir froid aux doigts,B1
2205,les trafiquants dêtres humains prétendent garder les passeports de leur victimes pour mettre ces documents en lieu sûr,B2
2206,aujourdhui on est samedi nous rendons visite à notre grandmère,A1
2207,le centre commercial est lendroit idéal pour passer un bon moment avec sa famille ses amis ou ses collègues de travail,A2
2208,si nous sortons sous la pluie vêtus de la sorte nous serons malades en un rien de temps,B1
2209,dans ce petit livre paru aux éditions philippe rey les immortels répondent à des questions simples  doiton dire déroulé ou déroulement ,C1
2210,mais au rythme auquel les forêts tropicales se dégradent il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières,B2
2211,tu veux du sucre dans ton café,A2
2212,comment allezvous ,A1
2213,deviendrontils les esclaves de la société postindustrielle,C2
2214,la calcitonine est une hormone largement distribuee sur lechelle de levolution cependant aucune etude biochimique na ete entreprise chez les invertebres,C2
2215,après lambiance de luxe ici cest comme un village tranquille et traditionnel,B1
2216,elle a dû faire beaucoup de rééducation mais elle est presque rétablie maintenant,A2
2217,je ne concevais rien à la douleur violente indomptable qui déchirait mon coeur,C2
2218,avec elle il apprendra quil ne faut pas aboyer sans raison monter sur les canapés ou entrer dans les chambres,B1
2219,il traversa alors un petit vestibule qui  tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre dart dont elles tirent leur nom et dune nudité voulue ne contiennent rien dautre  exhibait à son entrée comme quelque précieuse effigie de benvenuto cellini représentant un homme de guet un jeune valet de pied le corps légèrement fléchi en avant dressant sur son haussecol rouge une figure plus rouge encore doù séchappaient des torrents de feu de timidité et de zèle et qui perçant les tapisseries daubusson tendues devant le salon où on écoutait la musique de son regard impétueux vigilant éperdu avait lair avec une impassibilité militaire ou une foi surnaturelle  allégorie de lalarme incarnation de lattente commémoration du branlebas  dépier ange ou vigie dune tour de donjon ou de cathédrale lapparition de lennemi ou lheure du jugement,C2
2220,leurope veut intervenir afin de donner le droit aux policiers découter électroniquement les conversations de suspects qui utilisent le populaire logiciel de téléphonie par internet skype,C1
2221,ils ont deux enfants  un fils qui sappelle andre et une fille qui est tres gentille,A2
2222,le marquis professait une haine vigoureuse pour les lumières  ce sont les idées disaitil qui ont perdu litalie  il ne savait trop comment concilier cette sainte horreur de linstruction avec le désir de voir son fils fabrice perfectionner léducation si brillamment commencée chez les jésuites,C2
2223,ancien sénateur pendant plus de 35 ans le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au congrès,B2
2224,le 1er mai correspond à la fête du travail et rappelle la lutte des ouvriers pour réduire la journée de travail à huit heures,A2
2225,il se compose du thorax et de labdomen encore appelé ventre,B1
2226,jadore amuser les enfants,A1
2227,si vous aviez eu plus de jours de congé vous seriez partis en voyage itinérant à travers les contrées lointaines damazonie,B2
2228,et celuilà ce fut augustin meaulnes que les autres élèves appelèrent bientôt le grand meaulnes,C1
2229,organisée à loccasion du 700e anniversaire de la mort du poète la fausse audience prendra la forme dun congrès qui doit se tenir le 21 mai prochain selon les informations du corriere della sera,B2
2230,cela est selon moi dune valeur inestimable sur le plan du développement culturel intellectuel et même moral de lenfant,C2
2231,on peut y aller à pied,B1
2232,ce réseau enfin prend vie par ceux qui le parcourent et qui linfléchissent en échangeant recommandations et avertissements sur les chemins à suivre et ceux à éviter,C2
2233,lavantage des galeries cest quelles sont souvent gratuites contrairement aux musées dont lentrée est souvent payante,B2
2234,le romancier qui transforme la vérité constante brutale et déplaisante pour en tirer une aventure exceptionnelle et séduisante doit sans souci exagéré de la vraisemblance manipuler les événements à son gré les préparer et les arranger pour plaire au lecteur lémouvoir ou lattendrir,C1
2235,ca va merci,A1
2236,enseigner à apprendre même par ceux qui ne réussissent pas,A2
2237,chez les musulmans par exemple elle est obligatoire avant la prière,B1
2238,les avantages et inconvénients offerts par les deuxroues et les différents types de motocyclette permettent une utilisation variée tantôt complémentaire aux véhicules personnels tantôt concurrentielle,C1
2239,habitant dans la même région ils vont souvent boire un verre en ville,B1
2240,en redescendant à pied il sarrêtera pour visiter le plus ancien théâtre galloromain de france puis ira dîner dans un bouchon lyonnais restaurant typique de la ville,B2
2241,on peut voir aussi le fleuve qui traverse la capitale  la seine,B1
2242,il faut commencer par dire que lunion européenne nest pas leurope,B1
2243,dans le centre de la ville il y a un très joli quartier plein de magasins chics et de bons restaurants pour se déplacer il y a des bus des vélos et un métro,A2
2244,après plusieurs heures de marche jatteignis lénorme bloc de pierre qui porte la petite cité dominée par la grande église,B2
2245,cest incroyable quil ait fait si beau au mariage de ta soeur lété dernier,B1
2246,elles le contemplaient toutes les deux lapprouvant du regard trouvant quil parlait bien et juste confessant par leur silence ami que leur morale inflexible de parisiennes naurait pas tenu longtemps devant la certitude du secret,C2
2247,comment ,A1
2248,je mappelle henri,A1
2249,eh bien voilà bienvenue dans mon studio,B1
2250,vous eussiez juré que les gens la voyaient lentendaient rouler pesamment devant eux retentissante de tous les trésors enfermés dans ses flancs,C1
2251,mais si on na pas les moyens de le faire on le fera pas,A2
2252,il y a belle lurette que les entreprises françaises se sont délocalisées pour optimiser leurs coûts et souvrir de nouveaux marchés,B2
2253,sans doute aussi à la désastreuse organisation universitaire du savoir historique qui en france a été très dommageable ,C2
2254,nous sortons au resto au ciné au théâtre nous partons en weekend,C1
2255,cest en décembre 1967 après bien des invectives au parlement que sa loi relative à la régulation des naissances dite loi neuwirth est votée  elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale avec autorisation parentale pour les mineures,C1
2256,elle attachait le plus grand prix à la régularité de la conduite précisément parce que la sienne nétait pas régulière suivant les notions reçues,C2
2257,estce que je peux chercher mes valises ,A1
2258,la raison invoquée  la mise en péril du mode de vie ancestral du peuple inuit du fait des changements climatiques provoqués par les activités humaines,C1
2259,première étape incontournable dessaler la morue en la plongeant 20 minutes dans un grand volume deau bouillante,C1
2260,comme à la même période ont également amené à penser que le problème de la définition de la valeur réelle des entreprises ne concernait pas seulement les sociétés de hautes technologies mais toutes les sociétés où la part des actifs immatériels ou intangibles est importante,C2
2261,le jeune amant ne pouvant obtenir sa maitresse se consumait de douleur  elle lui conseilla de voyager pour loublier,C1
2262,depuis laprèsguerre et jusque dans les années 1990 il sest produit en suisse un phénomène dont les effets persistent encore aujourdhui les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de léchelle professionnelle permettant lascension sociale des personnes non issues de la migration,C1
2263,que voulezvous ,B1
2264,à dimanche,A1
2265,le ministre de leducation nationale a assuré que ces étudiants seront rémunérés pour la réalisation de ces tests,B2
2266,dans certains pays la prise de décision est aux mains dun petit groupe de personnes ou de clans au sein du gouvernement qui considèrent les forêts primaires comme une source de revenus personnel à court terme ce qui entraîne la conclusion de contrats rapportant principalement des bénéfices à linvestisseur et à certains fonctionnaires,B2
2267,cest le cadre idéal pour un dîner romantique mais cest aussi un endroit tranquille pour les repas daffaires,B1
2268,je cherche cette adresse vous pouvez maider ,A1
2269,forestier tout à fait vautré sur les coussins riait buvait mangeait sans cesse et jetait parfois une parole tellement osée ou tellement crue que les femmes un peu choquées par la forme et pour la forme prenaient un petit air gêné qui durait deux ou trois secondes,C2
2270,le montant des recettes des impôts sur lénergie dépend non seulement du taux dimposition mais aussi de la quantité dénergie consommée ellemême influencée par la situation économique les conditions météorologiques et les prix,C1
2271,où sont les toilettes silvousplaît ,A1
2272,la digestion est plus difficile,A2
2273,elle est surprise que les étudiants soient toujours en retard,B1
2274,je vais prendre la formule à 15 euros,A1
2275,cest une activité en plein développement car aujourdhui on ne veut plus seulement profiter du pays ou du village qui nous accueille mais on souhaite de plus en plus participer réellement à la vie de celuici,B1
2276,limportant est que tu prennes du plaisir à écouter ces histoires,B1
2277,la charpente et la couverture ne sont plus étanches les balustrades en granit sont abîmées certains parements doivent être remplacés ou consolidés quatre verrières du xiiie siècle les plus anciens vitraux répertoriés en bretagne ne sont plus protégés,C1
2278,deuxièmement spinoza précise bien que les hommes se vantent dêtre libre car le désir dêtre libre même illusoire est beaucoup plus valorisant pour lorgueil humain que lidée dêtre totalement déterminé,C2
2279,hier jai lu un peu et jai dormi sur le divan en cuir,A2
2280,il pensait quun chef pouvait manger des pizzas et des frites tous les jours,A2
2281,malgré les récentes réformes le régime public constituant le premier pilier du système de retraite reste confronté à des problèmes de viabilité,C1
2282,à lâge dun an il entrera dans une école pour suivre une formation pendant six à huit mois,B1
2283,parce que ça renforce vraiment les interactions entre les enseignants et les élèves,B2
2284,les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés le soir par exemple,B1
2285,cest peutêtre un petit frère un gentil chien comme moi ,A1
2286,et dajouter afin de faire de lécole publique un lieu consensuel et inclusif que les enseignants qui outrageraient les croyances religieuses de nimporte qui seraient durement sanctionnés,C2
2287,ils lappelaient tous monseigneur et ils riaient quand il faisait des contes,B2
2288,plus que ça,A1
2289,pendant quelques mois je ne remarquai rien qui pût captiver mon attention,C2
2290,jadore ça,A2
2291,le danemark est le premier pays du monde à autoriser laccès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,B1
2292,on dirait quelle ne les a jamais coupés et ils forment autour de son visage comme une couronne de boucles noires,B1
2293,observant que à lexception du changement de mode de scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants le texte issu des travaux de lassemblée nationale avait recueilli une approbation presque unanime de tous les groupes de cette assemblée le rapporteur a souhaité rappeler que la démarche suivie par les députés consistait à mettre en oeuvre des solutions permettant doptimiser la présence des femmes dans la vie politique,C1
2294,si les produits anti pré et probiotiques agissent sur le comportement en modifiant la composition de la flore intestinale ils pourraient donc servir de médicaments psychotropes,C1
2295,je vais men occuper,A2
2296,je tombe sur une dame aimable qui a lair au courant de mon affaire,B1
2297,jai un colis pour votre voisine mais elle nest pas là,B1
2298,vous avez des frères et soeurs ,A1
2299,lunivers des francophones est un métissage unique et fertile,C1
2300,lauberge du presbytère nous attendait chambre des vicaires,C2
2301,il eut acheté des méthodes pour apprendre la guitare,B2
2302,ils sont heureux,A1
2303,dici là linfosphère continuera son expansion vertigineuse  la masse de connaissances double déjà tous les deux ans,C2
2304,elle reconnaissait tous les enivrements et les angoisses dont elle avait manqué mourir,C1
2305,pour mieux maîtriser son langage en septembre quen juin lécrivain yak rivais propose une approche très personnelle qui nen finit pas de séduire,C2
2306,elle fait ses devoirs puis prépare le dîner et finalement elle regarde un film avant daller se coucher,A1
2307,en attribuant une valeur de flux potentiel aux liens du graphe la segmentation fondée sur le critère de modularité aboutit à un découpage considéré comme optimal du point de vue de la dynamique démographique interne à chaque compartiment,C1
2308,le modele theorique mis en oeuvre ici sappuie sur lidee dun dispositif representatif qui jouerait sur trois niveaux  scenique scenographique et enonciatif,C2
2309,cest là au bout de la rue,A1
2310,je suis bilingue anglais parce quen rentrant à la maison après lécole au lieu de faire mes devoirs je regardais des séries américaines en version originale,C2
2311,entre 1860 et 1880 les bisons ont été éliminés par les blancs pour nous enlever ce qui faisait notre vie  le coeur de notre culture de notre spiritualité mais aussi notre principale ressource et source dalimentation,C1
2312,un sondage auprès des français commandé à loccasion de la semaine du son qui commence lundi 21 janvier montre linfluence majeure du bruit sur la vie quotidienne,B2
2313,malheureusement seuls les milieux favorisés et plus éduqués sont capables de renverser cette tendance en prenant en compte cet aspect du problème dans leur vie quotidienne,C1
2314,presque tous les jeunes déclarent aimer leur collège ou leur lycée,B2
2315,le bureau est en face de la machine à café,A2
2316,vous souffrîtes du froid intense de lhiver qui sengoufrait dans les avenues bondées de passants empressés,C2
2317,cette loi avait pour objectif de permettre aux croyants et noncroyants de vivre ensemble,B2
2318,mais cette initiative suscite par ailleurs beaucoup de réticences,C2
2319,cependant un recours en urgence a suspendu la décision imposant le statu quo le temps quune cour dappel examine le dossier et ce afin déviter un effet yoyo,C1
2320,excusezmoi seraitil possible de changer de table ,A2
2321,ce nest une surprise pour personne avec le semiconfinement et le télétravail les conflits entre voisins ont augmenté,B1
2322,écrismoi pour me raconter ce que tu fais comment sont tes nouveaux collègues et comment ça va avec ton chef,A2
2323,je sors avec des amis,A1
2324,la gestion de la complexité sera bien le défi majeur du xxie siècle,B2
2325,mariehélène lahaye a fait et fait beaucoup dans la lutte contre les violences obstétricales et gynécologiques vog mais utilise cette affaire de façon erronée,C1
2326,machine intelligente capable dapprentissage utilisée déjà dans le contexte des loisirs de léducation de la médecine de la police de larmée de la conquête spatiale etc le robot est voué à exécuter toutes les tâches pour lesquelles on voudra ou pourra le programmer,C2
2327,mais très vite lusage de la moto se répandit en commençant par être un outil de travail des professions libérales,C1
2328,à laube de notre modernité mary shelley questionnait la nature humaine et non la machine le faceàface entre frankenstein et sa créature autonome interroge la possibilité dun homme sans âme,C1
2329,dans la forêt aux éclats dispersés de soleil immobile forêt dantique effroi il allait le long des enchevêtrements beau et non moins noble que son ancêtre aaron frère de moïse allait soudain riant et le plus fou des fils de lhomme riant dinsigne jeunesse et amour soudain arrachant une fleur et la mordant soudain dansant haut seigneur aux longues bottes dansant et riant au soleil aveuglant entre les branches avec grâce dansant suivi des deux raisonnables bêtes damour et de victoire dansant tandis que ses sujets et créatures de la forêt saffairaient irresponsablement mignons lézards vivant leur vie sous les ombrelles feuilletées des grands champignons mouches dorées traçant des figures géométriques araignées surgies des touffes de bruyère rose et surveillant des charançons aux trompes préhistoriques fourmis se tâtant réciproquement et échangeant des signes de passe puis retournant à leurs solitaires activités pics ambuants auscultant crapauds esseulés clamant leur nostalgie timides grillons tintant criantes chouettes étrangement réveillées,C2
2330,jai perdu ma montre,A1
2331,lobjectif étant de susciter un changement dattitude et un engagement à long terme et non dobtenir une quelconque compensation financière assureton,C1
2332,le soir vous pouvez faire un tour en bateau jusquà la tour eiffel,A1
2333,la salle internet est la deuxième salle après les toilettes à gauche,A1
2334,en janvier dernier jai voulu laisser un message sur le répondeur de mon frère,B1
2335,viennent ensuite les personnes âgées puis les personnes malades ou handicapées qui font lobjet dune sollicitude en hausse,C1
2336,un berger est une personne chargée de guider et de prendre soin des troupeaux de moutons ou plus généralement de bétail,B1
2337,bonjour je voudrais deux kilos de fraises et un kilo de haricots,A1
2338,des sénateurs républicains mais aussi un démocrate sétaient ouvertement déclarés contre son arrivée au poste de directrice du bureau de la gestion et du budget à la maison blanche omb un service très puissant notamment chargé de développer le budget voulu par le président,B2
2339,il sagit vraiment dintroduire linformatique dans la culture générale,C2
2340,en kiosque depuis le 1er mars le magazine changer tout résume lambition de leur reconversion,C1
2341,son père se maria quatre fois et lui donna dix frères et deux soeurs légitimes venus après léonard,C1
2342,car en fait les français nont pas franchement le beau rôle  désagréables disant non à tout préférant fumer plutôt que de manger démarrant leur journée de travail à 10 h 30 ils sont aussi présentés comme étant les rois de linfidélité une pratique acceptée de tous y compris des compagnes ou compagnons trompés,B2
2343,au fond une grande écharpe en dentelle de bruges dun prix considérable élargissait un voile dautel deux ailes déployées dune blancheur rousse  des volants de point dalençon se trouvaient jetés en guirlandes  puis cétait à pleines mains un ruissellement de toutes les dentelles les marines les valenciennes les applications de bruxelles les points de venise comme une tombée de neige,C2
2344,elle tournait tant autour du pot et plus encore que le marquis perdit patience,C2
2345,il est gros,A1
2346,après une marche sur les champsélysées je suis au pied de la tour eiffel,B1
2347,plus tôt ils avaient été remis à un procureur escortés de 15 officiers de police japonais venus spécialement aux étatsunis samedi pour loccasion,C1
2348,ils sont au lycée français,A1
2349,comme avec les sorcières sont nrv ecole des loisirs qui nont pas pris une ride depuis 1988 et où articles adverbes et pronoms entrent dans une danse endiablée ou encore avec lfhe la sorcière ecole des loisirs où cette fois ce sont les adjectifs qui sont prestidigitisés,C2
2350,il vient de demander la main de bella et lavenir semble briller mais quand lartiste donne le dernier coup de pinceau à sa toile les nazis ont déjà commencé à expulser les juifs contraints de quitter leurs maisons emportant ce quils peuvent,B2
2351,je réponds toujours que ça na pas été difficile physiquement mais que jai dû travailler sur limage que donnait ce comique,B1
2352,vous êtes embarrassée presque offensée de mon trouble,C2
2353,il a déjà inventé une machine à enlever la peau des bananes ,A2
2354,oh ça fait du bien de changer dair quelques jours,B1
2355,après le cours vous boirez un verre en notre compagnie vous rirez aux éclats et aurez du bon temps avec vos amis,B1
2356,jaurais voulu pouvoir quitter le bureau à 13h,B2
2357,je mange de lherbe,A1
2358,il faut du temps et du courage pour soigner toute cette ménagerie en plus des animaux il faut aussi soccuper du potager de mon papy,A2
2359,nous devons apprendre une multitude de langages  scientifiques tels le numérique les langues étrangères les langages des sons et des images le langage du corps,B2
2360,cest la commemoration cestadire la fete anniversaire de la fin de la seconde guerre mondiale,B1
2361,des variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en labsence de réformes territoriales conséquentes ce qui a été rarement le cas en suisse après 2000 en comparaison internationale,C2
2362,statistiquement le risque de transmission de maladies infectieuses est nettement plus élevé dans certaines situations,C1
2363,jai passé une très bonne journée de vacances,A1
2364,quelle est ta chanson préférée dans le spectacle ,A1
2365,si on cherche des côtés positifs à cette bluette quelques répliques sont bien senties et des scènes comiques réussies notamment quand il est question des subtilités de notre langue et des faux amis ces mots qui se ressemblent entre anglais et français avec des significations différentes,B2
2366,la traçabilité permet de reconstituer une séquence dévénements à partir des données numériques laissées dans les systèmes lors de leurs réalisations,C1
2367,anna samusait avec son frère quand il sest cassé le bras gauche,A2
2368,oui je parle un peu,A1
2369,il y a deux possibilités  soit son accent lui permettra dêtre connu et ce sera très bien,A2
2370,après 13 ans aussi pour des raisons sociales lenfant commence à éprouver des contraintes caractérielles des réticences dues à la volonté de défendre son image à la peur du ridicule toutes choses qui sont des attitudes dadulte,C2
2371,grande amoureuse des couleurs et de la cuisine italienne irène jacob a trouvé dans la culture slave la force de lexpression des sentiments jusquau tragique,C1
2372,je fais du sport tous les jours,A2
2373,non cest en fonction de la facilité de la chanson,A2
2374,la chine et linde connaissent depuis dix ans une augmentation du taux de surpoids de 5 ,C1
2375,bonjour ça va ,A1
2376,donnemoi de tes nouvelles plus souvent ,B1
2377,oui des feux de forêt qui frappent le sudest du pays depuis le mois de septembre et qui ont fait une 24e victime ce weekend,B1
2378,mets ça sur ton pied ça va soulager la douleur,A2
2379,voie 3 le tgv à destination de marseille saint charles va partir,B2
2380,la tour eiffel est le symbole de la ville de paris,B1
2381,avec largent notre professeur va acheter de la peinture et des crayons pour le cours de dessin,A2
2382,mais poursuit bacon la science se doit de surmonter ces craintes et ces scrupules elle doit triompher du sentiment dimpuissance qui la paralyse,C2
2383,quel est votre avis ,A2
2384,ils sétaient imaginé pouvoir surmonter le deuil en se lançant dans les travaux de rénovation,B2
2385,la comtesse se mit à revoir avec fabrice tous ces lieux enchanteurs voisins de grianta et si célébrés par les voyageurs  la villa melzi de lautre côté du lac visàvis le château et qui lui sert de point de vue  audessus le bois sacré des sfondrata et le hardi promontoire qui sépare les deux branches du lac celle de côme si voluptueuse et celle qui court vers lecco pleine de sévérité  aspects sublimes et gracieux que le site le plus renommé du monde la baie de naples égale mais ne surpasse point,C1
2386,ici dans le palais lair était lourd et étouffant mais dans la forêt le vent soufflait librement et le soleil de ses caressants doigts dor écartait les feuilles frémissantes,C1
2387,dès quelle fut entrée elle fut dérangée par la cigarette,C2
2388,par ailleurs les conséquences structurelles dune telle reconnaissance pour une organisation ne sont pas négligeables,C2
2389,cela étant bien compris je crois quon se tiendra en repos comme pascal edgar morin cherche à désarçonner le rationaliste qui au plein de la crise actuelle de notre rapport à la nature ne doute ni de ses démarches ni de sa volonté dimposer son ordre,C2
2390,en haut des tours il nest pas conseillé de sattarder trop longtemps devant le panorama parisien,C2
2391,la discipline est encore considérée comme réservée aux hommes,B2
2392,je propose que tout le monde apporte quelque chose à manger,A1
2393,vous deviez rendre des comptes à la justice pour vos crimes,B1
2394,mais pas de maison de poupées,A2
2395,jai peur du noir,A1
2396,nous nous assîmes sur un banc recouvert de verdure face aux cieux étincellant et nous vîmes laurore séveiller,C2
2397,après ça nous étions un peu fatigués,A2
2398,il sétablit donc dans le petit public qui menvironnait une inquiétude vague sur mon caractère,C2
2399,le démon partit bien vite et il se précipita dans le trou où hélas il retrouva la méchante femme,B1
2400,pourtant les conséquences de la mise en place de telles pratiques de gestion permettent de sinterroger sur les raisons véritables qui poussent une entreprise à évaluer ses connaissances,C2
2401,ainsi labbé blanès navait pas communiqué sa science assez difficile à fabrice  mais à son insu il lui avait inoculé une confiance illimitée dans les signes qui peuvent prédire lavenir,C1
2402,la 9e conférence des nations unies sur le climat sest achevée hier dans une ambiance mifigue miraisin,C1
2403,ok alors on se tient au courant pour samedi prochain ,A2
2404,le falcon 1 est un lanceur théoriquement réutilisable qui peut placer selon son constructeur 670 kg en orbite basse,C1
2405,le gâteau est dans le frigo,A2
2406,née de la contraction anglaise de nomobile phobia la nomophobie est en simplifiant une crainte obsédante et continuelle de ne pas avoir son smartphone en état de marche avec soi,B2
2407,des grosses parts pour les guerriers et pour zahor des petites parts pour les femmes et les enfants et enfin les os pour les chiens,A2
2408,le chien de ma voisine fais beaucoup de bruit,A1
2409,la réussite professionnelle fait oublier lâge léchec le rappelle reconnaîtil,C1
2410,des délires il en a lartiste qui débarque devry en îledefrance avec un baccalauréat littéraire en poche,B1
2411,actuellement les moyens alloués pour le suivi des populations sont en diminution et lobservation systématique de toutes les communes ou de toutes les zones est remise en question  dans ce contexte il semble intéressant de procéder au suivi des populations à partir dun découpage spatial spécifiquement dédié plutôt que dutiliser le maillage communal comme grille dobservation,C1
2412,je compte bien arriver dès huit heures,B1
2413,il est un autre horizon quannoncent les biologistes  la sixième extinction des espèces qui népargnera que les animaux délevage propres à lexploitation directe,C1
2414,il est peu probable que tu doives souvent arroser les plantes,B2
